survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed
0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,21.0
1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,19.038
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,18.0
0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,24.0
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.959105530090824
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,32.0
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,58.0
1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,50.0
0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,40.0
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,47.0
0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,36.0
1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,20.0
0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,32.0
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,25.0
0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,29.245285270285258
0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,43.0
1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,40.04
1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,40.0
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,31.0
0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,70.0
1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,31.0
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,36.97476334776336
0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,18.0
0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,24.5
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,18.0
0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,43.0
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,36.0
0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,25.282809523809522
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,27.0
0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,20.0
0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,14.0
0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,60.0
0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,25.0
0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,14.0
0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,19.0
0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,18.0
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,15.0
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,31.0
1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,4.0
1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,28.534000000000002
0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,25.0
0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,60.0
0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,52.0
0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,44.0
1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,17.215999999999998
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,49.0
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,42.0
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,18.0
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,35.0
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,18.0
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,25.0
0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,26.0
0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,39.0
1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,45.0
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,42.0
1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,22.0
1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,15.6634
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,24.0
0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,57.23780952380952
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,48.0
0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,29.0
0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,52.0
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,19.0
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,38.0
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,27.0
0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,36.86990476190476
0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,33.0
1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,6.0
0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,17.0
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,34.0
0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,50.0
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,27.0
0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,20.0
1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,30.0
1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,17.215999999999998
0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,25.0
0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,25.0
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,29.0
0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,11.0
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,36.97476334776336
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0
0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,28.5
0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,48.0
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,35.0
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.959105530090824
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.959105530090824
1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,59.00933333333333
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,36.0
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,21.0
0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,24.0
1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,31.0
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,70.0
0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,16.0
1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,30.0
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,19.0
0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,31.0
1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,4.0
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,6.0
0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,33.0
0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,23.0
1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,48.0
1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,0.67
0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,28.0
0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,18.0
0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,34.0
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,33.0
0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,24.0125
0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,41.0
1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,20.0
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,36.0
0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,16.0
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,51.0
0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,40.6
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,30.5
0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,37.43847619047619
0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,32.0
0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,24.0
0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,48.0
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,57.0
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,36.79219047619047
1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,54.0
0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,18.0
0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,47.293654761904776
1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,5.0
0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,31.145857142857142
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,43.0
1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,13.0
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,17.0
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,29.0
0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,31.57
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,25.0
0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,25.0
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,18.0
0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,8.0
1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,1.0
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,46.0
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,47.89965476190478
0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,16.0
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,8.774999999999999
0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,54.64
0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,25.0
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,39.0
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,49.0
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,31.0
0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,30.0
0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,30.0
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,34.0
1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,31.0
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,11.0
1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,0.42
1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,27.0
0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,31.0
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,39.0
0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,18.0
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,39.0
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,33.0
0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,26.0
0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,39.0
0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,35.0
0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,6.0
0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,30.5
0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True,41.86266666666668
0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,23.0
0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,31.0
0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,43.0
0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,10.0
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,52.0
1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,27.0
0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,38.0
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,27.0
0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,2.0
0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,30.5272380952381
0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True,31.0
1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,1.0
1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,29.245
1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,62.0
1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,15.0
1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,0.83
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,27.601666666666667
0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,23.0
0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,18.0
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,39.0
0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,21.0
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,31.040909621040278
1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,32.0
1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,36.66
0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,20.0
0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,16.0
1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,30.0
0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,34.5
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17.0
0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,42.0
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,9.062333333333331
0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,35.0
0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,28.0
1,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,39.16
0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,4.0
0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,74.0
0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,9.0
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,16.0
0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,44.0
1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,18.0
1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,45.0
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,51.0
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,24.0
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,27.601666666666667
0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,41.0
0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,21.0
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,48.0
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,8.774999999999999
0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,24.0
1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,42.0
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,27.0
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,31.0
0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True,24.926285714285715
1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,4.0
0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.0
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,47.0
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,33.0
0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,47.0
1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,28.0
1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,15.0
0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,20.0
0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,19.0
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.959105530090824
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,56.0
1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,25.0
0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,33.0
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,22.0
0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,28.0
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,25.0
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,39.0
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,27.0
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,19.0
0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False,24.51
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,26.0
0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,32.0
